ID,A1,A2,A2-1,A3,A4,B1,B2,B3,B4,B5,B6,C1,C1-1,C2,C3,C4
2100,2,105,12,15000,699,2,2,2,2,2,2,87,10,1,2,7
2101,4,106,5,19800,699,2,2,3,2,2,2,86,5,1,1,7
2102,3,107,6,19000,799,2,2,2,2,2,2,89,10,1,2,7
2103,1,106,8,20000,688,2,2,2,2,2,2,90,12,2,2,7
2104,2,107,2,15000,499,2,2,1,2,2,2,89,10,2,2,7
2105,1,106,12,25000,499,2,2,2,2,2,2,90,2,2,1,7
2106,1,107,8,39000,1399,2,1,1,3,2,2,85,2,2,1,4
2107,3,106,5,20000,988,2,2,2,3,2,2,80,10,1,3,4
2108,1,107,6,32000,999,2,2,3,3,2,2,90,2,2,2,7
2109,2,107,2,19000,1388,2,2,1,3,2,2,85,3,1,1,7
2110,1,106,10,25000,999,2,2,3,2,2,2,86,7,2,2,7
2111,4,107,1,18000,499,2,2,1,2,2,2,87,11,1,1,7
2112,3,106,10,21000,750,2,3,1,2,2,2,75,8,2,2,4
2113,1,106,5,23785,788,3,2,3,3,3,2,89,12,1,2,7
2114,1,107,5,30000,1399,2,1,3,3,2,2,82,7,1,1,4
2115,2,106,10,19000,899,2,2,3,3,2,2,88,2,2,2,7
2116,1,107,6,32000,900,2,2,1,2,2,2,78,6,1,2,4
2117,4,106,12,13900,699,2,2,2,2,2,2,81,8,2,1,4
2118,3,107,3,20000,499,2,2,3,2,2,2,87,12,1,3,7
2119,6,106,10,8000,599,2,2,4,2,2,2,68,3,1,2,4
2120,4,106,5,19800,699,2,2,3,2,2,2,86,5,1,1,7
0700,2,106,8,4990,699,3,2,5,4,3,3,88,8,2,5,7
0701,3,106,7,12000,599,1,1,1,3,2,2,88,8,2,2,7
0702,1,104,6,18500,699,1,1,3,2,2,2,88,4,2,1,7
0703,1,107,2,28100,877,1,1,1,2,2,2,88,5,2,5,7
0704,4,106,9,7500,787,2,2,1,3,2,2,88,8,2,1,7
0705,1,107,1,28000,1500,1,1,1,2,2,2,58,10,2,5,2
0706,1,105,6,28000,499,2,3,1,2,2,3,57,8,1,5,4
0707,4,104,5,21000,699,3,4,5,4,4,4,85,7,1,5,2
0708,1,103,5,27000,699,2,1,1,2,2,2,33,9,1,2,1
